TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,PlantType,qCaretaker,qCareAssistant,PlantDate,DBH,PlotSize,PermitNotes,XCoord,YCoord,Latitude,Longitude,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old),Analysis Neighborhoods
92396,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2290 34th Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/29/2009 12:00:00 AM,2,3x3,Permit Number 52799,5985787.379,2099657.153,37.74443739,-122.4918451,"(37.74443738766759, -122.49184514830316)",1,8,3,29491,35,35
94885,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2010 Quesada Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,11/23/2010 12:00:00 AM,3,3x3,Permit Number 53951,6013050.061,2096298.084,37.73676985,-122.3973402,"(37.73676984933204, -122.39734023878562)",10,3,8,58,1,1
32509,DPW Maintained,Crataegus phaenopyrum :: Washington Hawthorn,718 Moultrie St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/15/1996 12:00:00 AM,6,2.5x3,Permit Number 37011,6007605.338,2096031.845,37.73573417,-122.4161462,"(37.73573417209271, -122.41614623006356)",2,7,7,28859,2,2
254374,Permitted Site,Trachycarpus fortunei :: Windmill Palm,343 Woolsey St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-07-2018 00:00,3,3x3,Permit Number 781359,6010747.563,2091896.119,37.72455452,-122.4049912,"(37.7245545163839, -122.40499117541592)",10,3,7,309,28,25
46855,DPW Maintained,Pittosporum undulatum :: Victorian Box,226 Paris St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,04/25/2002 12:00:00 AM,12,6x9,Permit Number 44924,6002796.687,2092231.718,37.72502833,-122.4325002,"(37.7250283339872, -122.43250024590878)",9,7,6,28861,5,7
96029,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,730 Larkin St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09-02-2011 00:00,3,3x3,Permit Number 767669,6007514.326,2113867.322,37.78470115,-122.4177247,"(37.78470115228003, -122.41772468054417)",7,9,9,28858,36,36
95706,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,1500 Diamond St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-02-2011 00:00,3,3x3,Permit Number 767353,6001984,2099717,37.74553507,-122.4358449,"(37.74553507300897, -122.4358449399563)",2,7,5,63,22,22
95712,DPW Maintained,Lagunaria patersonii :: Primrose Tree,642 Athens St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09-07-2011 00:00,5,3x3,Permit Number 767468,6003074.185,2089625.74,37.71788863,-122.431355,"(37.71788862884512, -122.43135502581858)",9,7,6,28861,5,7
92321,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2591 26th Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/28/2009 12:00:00 AM,2,3x3,Permit Number 52754,5988296.79,2097687.155,37.73917464,-122.4830239,"(37.739174643542775, -122.48302386955827)",1,8,3,29491,35,35
41978,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,895 DARIEN WAY,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,11-12-2014 00:00,3,3x3,Permit Number 774097,5994361.7,2093982.2,37.7293528,-122.4617857,"(37.729352797728914, -122.46178573027792)",9,8,4,59,40,41
92298,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1391 22nd Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/27/2009 12:00:00 AM,2,3x3,Permit Number 52742,5989260.446,2105879.844,37.76172562,-122.4802915,"(37.76172562468459, -122.48029150356582)",1,8,3,56,35,35
216368,DPW Maintained,Crataegus phaenopyrum :: Washington Hawthorn,169 San Aleso Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/19/2018 12:00:00 AM,3,3x3,Permit Number 781223,5993370.126,2094468.2,37.7306301,-122.465249,"(37.7306301012917, -122.46524895390051)",9,8,4,59,40,41
51769,DPW Maintained,Prunus serrulata :: Ornamental Cherry,3638 Lawton St,4,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/30/2009 12:00:00 AM,1,3x3,Permit Number 52851,5982925.786,2104266.232,37.75692496,-122.5020808,"(37.75692496367112, -122.5020807793422)",1,8,3,56,35,35
109394,Permitted Site,Olea Majestic Beauty ::,1619X York St,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-12-2015 00:00,3,3x3,Permit Number 774922,6010432.1,2100253.4,37.74748419,-122.4066704,"(37.74748418712659, -122.40667037373923)",2,7,7,28859,2,2
95124,DPW Maintained,Pyrus calleryana :: Ornamental Pear,162 Onondaga Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/28/2010 12:00:00 AM,3,3x3,Permit Number 54051,6000373.235,2091378.062,37.72254666,-122.4408166,"(37.72254666377804, -122.44081662760414)",9,7,6,28861,25,28
95803,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,894 De Haro St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/19/2011 12:00:00 AM,3,3x3,Permit Number 767547,6012123.748,2104210.178,37.75844314,-122.4010987,"(37.75844313926323, -122.40109871335308)",10,3,8,28856,29,26
51362,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,50 Pomona St,10,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,10-12-2004 00:00,3,3x3,Permit Number 47704,6014137.609,2094535.478,37.73199058,-122.3934568,"(37.73199058308361, -122.39345676472664)",10,3,8,58,1,1
109135,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,730 46th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/29/2015 12:00:00 AM,3,3x3,Permit Number 773524,5981688.654,2110759.101,37.77467975,-122.5068408,"(37.774679750310526, -122.50684075554723)",11,6,2,55,26,29
39604,Permitted Site,Prunus spp 'Purpurea' :: Cherry Plum,3628 19th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09/23/1989 12:00:00 AM,5,3x3,Permit Number 41007,6005441.479,2104914.367,37.76000163,-122.4242591,"(37.760001634544636, -122.42425908053123)",2,4,5,28859,19,20
109072,Permitted Site,Agonis flexuosa 'After Dark' :: Peppermint willow 'After Dark',1570 12th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/23/2015 12:00:00 AM,3,3x3,Permit Number 769406,5992498.7,2104770.7,37.75886785,-122.4690111,"(37.75886784656383, -122.46901106168586)",1,8,4,56,12,14
84562,Permitted Site,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,1100X Sanchez St,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/27/2012 12:00:00 AM,5,4x4,Permit Number 769743,6003799.763,2101850.313,37.75149563,-122.4297184,"(37.751495629752675, -122.42971844251062)",2,4,5,28862,22,22
108726,DPW Maintained,Agonis flexuosa 'After Dark' :: Peppermint willow 'After Dark',460 Vermont St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01-02-2015 00:00,3,3x3,Permit Number 773097,6011176.242,2106141.013,37.76369188,-122.4045115,"(37.763691876791135, -122.40451154068367)",8,3,8,28856,29,26
95892,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1500X Moraga St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/27/2011 12:00:00 AM,2,3x3,Permit Number 767600,5989616.617,2103814.865,37.75607644,-122.4789086,"(37.756076435704564, -122.47890862495728)",1,8,3,56,35,35
39276,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2030 Harrison St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/21/1998 12:00:00 AM,10,3x3,Permit Number 40887,6008691.772,2106524.443,37.76460553,-122.4131317,"(37.76460552609833, -122.41313169674713)",8,4,7,28859,19,20
42366,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,250 Foerster St,6,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,06/23/2000 12:00:00 AM,5,3x3,Permit Number 42547,5998132.774,2094246.318,37.73029437,-122.4487679,"(37.73029436980974, -122.4487678532286)",9,7,4,28861,40,41
84578,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3934 24th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/27/2012 12:00:00 AM,3,3x3,Permit Number 769743,6003587.49,2101890.675,37.75159443,-122.4304554,"(37.7515944334967, -122.43045538854484)",2,4,5,28862,22,22
95919,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,701 15th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/29/2011 12:00:00 AM,1,3x3,Permit Number 767618,5991285.798,2110589.431,37.77477437,-122.4736303,"(37.77477436673195, -122.47363025420839)",11,6,2,54,26,29
46949,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1530 43rd Ave,2,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,05-01-2002 00:00,5,3x25,Permit Number 44987,5982828.255,2104700.398,37.75811133,-122.5024502,"(37.758111331314424, -122.50245020588672)",1,8,3,56,35,35
108972,Permitted Site,Podocarpus gracilor :: Fern Pine,10 Dearborn St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/20/2015 12:00:00 AM,3,3x3,Permit Number 772927,6005770.7,2106026.5,37.76307387,-122.4231995,"(37.763073874816925, -122.42319951773437)",8,4,5,28859,19,20
109138,DPW Maintained,Leptospermum laevigatum :: Australian Tea Tree,759 34th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/29/2015 12:00:00 AM,3,3x3,Permit Number 773583,5985365.401,2110729.984,37.77481563,-122.4941202,"(37.77481563203317, -122.4941201862408)",11,6,2,55,26,29
121473,Permitted Site,Melaleuca quinquenervia :: Cajeput,70 Parker Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/13/2016 12:00:00 AM,3,3x3,Permit Number 778986,5996899,2114122,37.78479735,-122.4544684,"(37.784797352578806, -122.45446838343538)",11,6,1,54,31,31
175330,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,96 Alpha St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-05-2018 00:00,3,3x3,Permit Number 781320,6011072.403,2088273.475,37.71462563,-122.4036135,"(37.71462562854285, -122.40361347228288)",9,7,8,309,39,40
95661,DPW Maintained,Rhamnus alaternus :: Italian Buckthorn,231 Brussels St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-08-2011 00:00,3,3x3,Permit Number 767423,6010393.111,2093567.055,37.72912274,-122.4063342,"(37.72912273591694, -122.40633415349619)",10,3,7,309,28,25
94513,Permitted Site,Olea europaea :: Olive Tree,3511X 18th St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/25/2010 12:00:00 AM,3,3x3,Permit Number 53698,6006213,2105510,37.76168064,-122.4216331,"(37.76168063798676, -122.42163306323557)",2,4,5,28859,19,20
109687,DPW Maintained,Pittosporum undulatum :: Victorian Box,842 Peru Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/27/2015 12:00:00 AM,3,3x3,Permit Number 774126,6005494.526,2091993.934,37.72452805,-122.4231572,"(37.724528048306276, -122.42315720534903)",9,7,6,309,5,7
32511,DPW Maintained,Crataegus phaenopyrum :: Washington Hawthorn,730 Moultrie St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/15/1996 12:00:00 AM,6,2x3,Permit Number 37013,6007601.869,2095982.2,37.73559766,-122.4161547,"(37.73559766310242, -122.41615470708173)",2,7,7,28859,2,2
109280,DPW Maintained,Washingtonia robusta :: Mexican Fan Palm,4205 Lawton St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-05-2015 00:00,3,3x3,Permit Number 773691,5981200.9,2104121,37.75642471,-122.5080352,"(37.75642471251752, -122.5080351965923)",1,8,3,56,35,35
102762,Permitted Site,Magnolia grandiflora 'Russet' :: Russet Magnolia,100X Russ St,4,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/26/2013 12:00:00 AM,3,3x3,Permit Number 54619,6010215.5,2111581.3,37.77857591,-122.4082182,"(37.7785759102049, -122.40821818771083)",14,2,9,28853,34,34
63512,DPW Maintained,Ligustrum lucidum :: Glossy Privet,1912 Golden Gate Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,11-10-2016 00:00,3,3x3,Permit Number 24121,6000303.945,2111684.248,37.7782986,-122.4425133,"(37.778298600619195, -122.44251334139494)",15,5,11,29490,16,18
37290,Permitted Site,Ulmus parvifolia :: Chinese Elm,799 Castro St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,06/15/1998 12:00:00 AM,12,3x3,Permit Number 39819,6002464.407,2103562.846,37.75612213,-122.4344587,"(37.75612213368366, -122.43445869367378)",2,4,5,28862,3,5
123609,Permitted Site,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,121 Lake St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-12-2018 00:00,3,Width 5ft,Permit Number 782700,5995062.268,2114886.477,37.78679089,-122.4608783,"(37.78679089093397, -122.46087825371119)",11,6,1,54,11,11
109379,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,515 Nevada St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-12-2015 00:00,3,3x3,Permit Number 774800,6008907.5,2095937.9,37.73554935,-122.4116375,"(37.73554935125035, -122.41163749598246)",10,7,7,28859,2,2
95677,DPW Maintained,Lagunaria patersonii :: Primrose Tree,231 Harvard St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-08-2011 00:00,6,3x3,Permit Number 767429,6006245.608,2092760.957,37.72667649,-122.4206152,"(37.726676485510204, -122.42061523291271)",9,7,7,309,5,7
95762,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,417 Moscow St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09-07-2011 00:00,2,3x3,Permit Number 767499,6004100.389,2090668.847,37.72081088,-122.4278822,"(37.720810876907, -122.42788217771633)",9,7,6,28861,5,7
63240,Permitted Site,Tree(s) ::,3630-3632 20th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03/18/2013 12:00:00 AM,12,3x3,Permit Number 769849,6006088.296,2104364.064,37.75852713,-122.421983,"(37.75852713188276, -122.42198295538788)",2,4,5,28859,19,20
95645,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,827 36th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-07-2011 00:00,3,3c3,Permit Number 767416,5984764.156,2110237.739,37.77342887,-122.4961637,"(37.773428868146574, -122.4961636621502)",11,6,2,55,26,29
47259,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1487 21st Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-11-2014 00:00,1,3x3,Permit Number 770986,5989591.729,2105266.36,37.76006041,-122.4791009,"(37.76006040728431, -122.47910086347511)",1,8,3,56,35,35
39307,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2030 Harrison St,13,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/21/1998 12:00:00 AM,10,3x3,Permit Number 40887,6008691.772,2106524.443,37.76460553,-122.4131317,"(37.76460552609833, -122.41313169674713)",8,4,7,28859,19,20
109393,Permitted Site,Olea Majestic Beauty ::,1619X York St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-12-2015 00:00,3,3x3,Permit Number 774922,6010432.1,2100253.4,37.74748419,-122.4066704,"(37.74748418712659, -122.40667037373923)",2,7,7,28859,2,2
69005,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2087 44th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/14/2019 12:00:00 AM,3,3x14,Permit Number 33006,5982594.361,2100924.192,37.74772918,-122.5029795,"(37.747729182395645, -122.50297954562086)",1,8,3,29491,35,35
255522,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,513 Webster St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,06-12-2018 00:00,3,3x3,Permit Number 782014,6004052.859,2110487.653,37.77522602,-122.4294591,"(37.77522602483348, -122.42945910699767)",7,9,11,29492,10,9
109388,Permitted Site,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,172X Prospect Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-12-2015 00:00,3,3x3,Permit Number 774502,6006834.592,2098690.089,37.74298975,-122.4189995,"(37.74298975220869, -122.41899948784467)",2,7,7,28859,2,2
97238,Property Tree,Olea europaea :: Olive Tree,125 Excelsior Ave,1,Sidewalk: Property side : Yard,Tree,SFUSD,FUF,09-07-2011 00:00,3,3x3,Permit Number 767513,6002911,2092621.3,37.72610452,-122.4321329,"(37.72610452016992, -122.43213288829358)",9,7,6,28861,5,7
69457,DPW Maintained,Myoporum laetum :: Myoporum,490 33rd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,05/16/1994 12:00:00 AM,19,3x3,Permit Number 33567,5985660.204,2112573.984,37.77989598,-122.4932363,"(37.77989597646847, -122.49323629699124)",11,6,2,55,26,29
254194,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1265 Monterey Blvd,2,Front Yard : Cutout,Tree,Private,FUF,01/19/2018 12:00:00 AM,3,3x3,Permit Number 781221,5994091.436,2094320.671,37.73026659,-122.4627446,"(37.73026659463876, -122.4627445944846)",9,8,4,59,40,41
37671,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,3250 18th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/20/2011 12:00:00 AM,3,3x3,Permit Number 768582,6007810.12,2105631.141,37.76210319,-122.4161178,"(37.762103193366116, -122.41611783546149)",8,4,7,28859,19,20
169674,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,67 Sussex St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/19/2018 12:00:00 AM,3,3x3,Permit Number 781222,6002394.021,2096615.674,37.73704283,-122.4342055,"(37.73704283496162, -122.4342054819096)",2,7,5,63,7,10
261457,Private,Laurus nobilis :: Sweet Bay: Grecian Laurel,2 Geneva Ave,12,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/13/2020 12:00:00 AM,3,3x4,Permit Number 782541,5997165,2091482,37.72264882,-122.4519142,"(37.7226488176407, -122.45191421198254)",9,8,6,28861,24,24
61052,Permitted Site,Callistemon citrinus :: Lemon Bottlebrush,201-203 HEARST AVE,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/22/1994 12:00:00 AM,8,3x3,Permit Number 20880,6000007,2094313,37.73058446,-122.4422932,"(37.730584462125364, -122.44229320518156)",9,7,4,63,40,41
109134,DPW Maintained,Melaleuca quinquenervia :: Cajeput,833 47th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/29/2015 12:00:00 AM,3,3x3,Permit Number 773415,5981360.002,2110051.119,37.77271648,-122.5079251,"(37.77271648064388, -122.50792505804102)",11,6,2,55,26,29
109744,DPW Maintained,Lagunaria patersonii :: Primrose Tree,4307 Kirkham St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-03-2015 00:00,3,3x3,Permit Number 772150,5981459.9,2104819.9,37.75835895,-122.5071913,"(37.75835895039438, -122.50719134652321)",1,8,3,56,35,35
108906,Permitted Site,Ceanothus 'Ray Hartman' :: California Lilac 'Ray Hartman',214 Bradford St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01-09-2015 00:00,3,3x3,Permit Number 772968,6009519.2,2097295.6,37.7393116,-122.4096184,"(37.73931159677842, -122.40961840488718)",10,7,7,28859,2,2
37524,Permitted Site,Laurus nobilis :: Sweet Bay: Grecian Laurel,1154 Larkin St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,06/18/2018 12:00:00 AM,3,3x3,Permit Number 779577,6007313.668,2115327.603,37.78869943,-122.4185225,"(37.78869943287009, -122.41852247812251)",13,9,10,28858,21,21
61536,DPW Maintained,Maytenus boaria :: Mayten,278 15th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/20/1984 12:00:00 AM,11,3x6,Permit Number 21494,5991224.026,2113549.796,37.78289914,-122.47406,"(37.78289913576917, -122.47405997500833)",11,6,2,54,26,29
35314,Permitted Site,Jacaranda mimosifolia :: Jacaranda,120 Albion St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/20/1998 12:00:00 AM,6,3x3,Permit Number 38781,6005865.105,2106546.771,37.76450774,-122.42291,"(37.76450774362813, -122.42290997995313)",8,4,5,28859,19,20
65349,Permitted Site,Magnolia grandiflora :: Southern Magnolia,41 Surrey St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09/30/1989 12:00:00 AM,6,3x3,Permit Number 28183,6002656.192,2095950.898,37.73523239,-122.4332516,"(37.735232389420744, -122.4332515511602)",2,7,5,63,7,10
68889,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,27 Exeter St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/29/1993 12:00:00 AM,15,3x3,Permit Number 32861,6012615.055,2091124.429,37.72253983,-122.3984813,"(37.72253982983706, -122.3984813336471)",10,3,8,58,1,1
95126,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,21 Theresa St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/28/2010 12:00:00 AM,3,3x3,Permit Number 54054,6002704.675,2093281.409,37.72790533,-122.4328933,"(37.72790533176399, -122.43289327752683)",9,7,6,28861,25,28
22907,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,250 Valencia St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-07-2011 00:00,20,3x3,Permit Number 767420,6006042.543,2108252.09,37.76920016,-122.4224174,"(37.769200155098076, -122.42241744912087)",8,4,5,28853,19,20
108995,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,55 06th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/20/2015 12:00:00 AM,3,3x3,Permit Number 772985,5993924.208,2115202.123,37.78759202,-122.4648386,"(37.787592019403725, -122.46483857455391)",11,6,1,54,11,11
96075,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,411 41st Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/28/2011 12:00:00 AM,3,3x3,Permit Number 767701,5983103.046,2113013.193,37.78095202,-122.502115,"(37.78095201799716, -122.50211500631421)",11,6,2,55,26,29
65205,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,431 Naples St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09/27/1993 12:00:00 AM,11,9x9,Permit Number 32152,6003393.985,2091066.859,37.72186374,-122.4303524,"(37.721863741994476, -122.43035238337178)",9,7,6,28861,5,7
102166,Permitted Site,Magnolia grandiflora 'Russet' :: Russet Magnolia,627 Castro St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/31/2012 12:00:00 AM,4,3x3,Permit Number 769759,6002435.1,2104542.4,37.75881009,-122.4346301,"(37.75881008893286, -122.43463008625255)",2,4,5,28862,3,5
150991,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,625 Mississippi St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/18/2018 12:00:00 AM,3,3x3,Permit Number 781210,6014147.25,2104231.516,37.7586144,-122.394102,"(37.75861440255997, -122.39410198062826)",10,3,8,28856,29,26
51680,Permitted Site,Lophostemon confertus :: Brisbane Box,10X Morse St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/20/2005 12:00:00 AM,3,3x3,Permit Number 47961,6001415.388,2088105.225,37.71361948,-122.4369799,"(37.713619481739556, -122.43697994924996)",9,7,6,28861,5,7
62177,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,33 Meda Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/31/2017 12:00:00 AM,3,3x3,Permit Number 780357,6000151.499,2091775.044,37.72362405,-122.4416116,"(37.7236240542963, -122.44161159051558)",9,7,6,28861,25,28
95728,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,235 Dublin St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09-07-2011 00:00,5,3x3,Permit Number 767474,6004052.277,2089070.255,37.71641877,-122.4279346,"(37.71641877059304, -122.4279346333832)",9,7,6,28861,5,7
34681,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2034 Greenwich St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/28/1997 12:00:00 AM,15,5x5,Permit Number 38347,6003130.307,2119290.124,37.7993431,-122.4332795,"(37.79934309905709, -122.4332795399443)",13,9,1,57,17,13
92329,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1663 30th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/28/2009 12:00:00 AM,2,3x3,Permit Number 52761,5986838.911,2103957.198,37.75630556,-122.4885252,"(37.75630555515249, -122.48852519506258)",1,8,3,56,35,35
35104,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,901 Edinburg St,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/28/1998 12:00:00 AM,3,3x3,Permit Number 38646,6001673.162,2088830.086,37.71562444,-122.4361408,"(37.71562444011622, -122.43614083302437)",9,7,6,28861,5,7
37819,DPW Maintained,Pyrus calleryana :: Ornamental Pear,450X Moscow St,7,Sidewalk: Property side : Cutout,Tree,SFUSD,DPW for City Agency,07-07-1998 00:00,3,3x3,Permit Number 40134,6003953.554,2090513.347,37.7203756,-122.4283787,"(37.720375601441894, -122.42837866376233)",9,7,6,28861,5,7
84619,DPW Maintained,Maytenus boaria :: Mayten,895 Innes Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/16/2011 12:00:00 AM,3,3x3,Permit Number 767653,6019276.358,2094378.988,37.73184507,-122.37568,"(37.7318450718732, -122.37567995576784)",10,3,8,58,1,1
32588,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1283 34th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/22/1996 12:00:00 AM,6,4.5x6.5,Permit Number 37057,5985512.512,2106502.28,37.76321616,-122.4932998,"(37.76321615875883, -122.49329977168995)",1,8,3,56,35,35
94721,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,30 Blake St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/28/2010 12:00:00 AM,1,3x3,Permit Number 53856,5997800.866,2113535.888,37.78323973,-122.451306,"(37.78323972504278, -122.45130595233744)",15,6,1,54,31,31
66634,Permitted Site,Ulmus parvifolia :: Chinese Elm,963 Hampshire St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/19/2000 12:00:00 AM,5,3x3,Permit Number 29842,6010240.695,2103618.461,37.75671319,-122.4075695,"(37.756713189996795, -122.4075694584351)",10,4,7,28859,19,20
109033,Permitted Site,Agonis flexuosa 'After Dark' :: Peppermint willow 'After Dark',2120 Moraga St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/22/2015 12:00:00 AM,3,3x3,Permit Number 772816,5987671.1,2103767.6,37.75583349,-122.4856333,"(37.75583349342168, -122.48563331933036)",1,8,3,56,35,35
