TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,PlantType,qCaretaker,qCareAssistant,PlantDate,DBH,PlotSize,PermitNotes,XCoord,YCoord,Latitude,Longitude,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old),Analysis Neighborhoods
49898,Permitted Site,Lophostemon confertus :: Brisbane Box,1417 15th St,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07-01-2003 00:00,4,3x3,Permit Number 46670,6007896.284,2107353.224,37.76683648,-122.4159418,"(37.766836477116684, -122.41594177802634)",8,4,7,28853,19,20
72132,DPW Maintained,Tree(s) ::,950 Wisconsin St,1,Sidewalk: Curb side : Pot,Tree,Private,FUF,12-01-2011 00:00,3,3x3,Permit Number 780813,6012748.152,2103075.852,37.75536334,-122.3988596,"(37.7553633416488, -122.39885961997274)",10,3,8,28856,29,26
5580,DPW Maintained,Magnolia grandiflora 'Majestic Beauty' :: Majestic Beauty Magnolia,1060 Dolores St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/26/2017 12:00:00 AM,3,5x5,Permit Number 778117,6005065.99,2102183.114,37.75248105,-122.4253634,"(37.75248104598345, -122.42536335116161)",2,4,5,28862,22,22
36040,Permitted Site,Robinia x ambigua :: Locust,301X Florida St,4,Sidewalk: Curb side : Cutout,Tree,Private,FUF,04/27/1998 12:00:00 AM,8,3x3,Permit Number 39179,6009338.323,2106840.019,37.7655083,-122.4109177,"(37.76550830079993, -122.4109177316059)",8,4,7,28859,19,20
49908,Permitted Site,Magnolia grandiflora :: Southern Magnolia,1200X Alabama St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07-02-2003 00:00,4,3x3,Permit Number 46675,6009203.676,2102144.497,37.75260791,-122.4110518,"(37.75260791377837, -122.41105175633601)",2,4,7,28859,19,20
63244,Permitted Site,Ficus microcarpa :: Chinese Banyan,3686 20th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/14/1987 12:00:00 AM,14,4x4,Permit Number 23795,6005743.605,2104344.939,37.75845517,-122.4231737,"(37.75845517401663, -122.42317369583675)",2,4,5,28859,19,20
34077,Permitted Site,Trachycarpus fortunei :: Windmill Palm,2851X 16th St,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/19/2011 12:00:00 AM,6,3x3,Permit Number 768574,6007780.978,2105869.554,37.76275618,-122.4162355,"(37.762756181589864, -122.41623551068987)",8,4,7,28859,19,20
255489,Permitted Site,Crataegus phaenopyrum :: Washington Hawthorn,415 Lily St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,05/31/2018 12:00:00 AM,3,3x3,Permit Number 781958,6004580.177,2109974.625,37.77384722,-122.4275984,"(37.77384721627606, -122.4275984355852)",7,9,11,28852,10,9
109688,DPW Maintained,Lagunaria patersonii :: Primrose Tree,610 Russia Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/27/2015 12:00:00 AM,3,3x3,Permit Number 774167,6002866.934,2090069.723,37.71909596,-122.4321031,"(37.71909595968399, -122.4321030908851)",9,7,6,28861,5,7
92435,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1234 43rd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/30/2009 12:00:00 AM,2,3x3,Permit Number 52825,5982779,2106703,37.76360701,-122.5027688,"(37.763607012924204, -122.50276878376354)",1,8,3,56,35,35
107888,Permitted Site,Ginkgo biloba :: Maidenhair Tree,941 Washington St,6,Sidewalk: Curb side : Cutout,Tree,DPW,SFUSD,11-03-2014 00:00,3,3x3,Permit Number 771772,6010165.089,2117347.116,37.79440464,-122.4087995,"(37.794404641958494, -122.40879946772006)",3,1,10,28857,4,6
108899,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,16 Hanover St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01-09-2015 00:00,3,3x3,Permit Number 772775,6000547.043,2086890.006,37.71023337,-122.4398942,"(37.71023336940458, -122.43989417721983)",9,7,6,28861,5,7
52464,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,635 07th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/27/2005 12:00:00 AM,5,3x4,Permit Number 48575,5993761.556,2111156.722,37.77647506,-122.4651074,"(37.77647506337597, -122.4651073765535)",11,6,2,54,11,11
109686,DPW Maintained,Geijera parviflora :: Australian Willow,190 Onondaga Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/27/2015 12:00:00 AM,3,3x3,Permit Number 772797,6000260.829,2091434.852,37.72269619,-122.4412093,"(37.72269619496408, -122.44120926079346)",9,7,6,28861,25,28
81844,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1421 Pine St,3,Sidewalk: Curb side : Cutout,Tree,DPW,SFUSD,09-11-2012 00:00,3,3x3,Permit Number 50020,6007169.781,2115706.726,37.78973231,-122.4190472,"(37.78973231053968, -122.41904720826751)",13,9,10,28858,21,21
47202,DPW Maintained,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,2801X Clement St,4,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,05-08-2002 00:00,12,3x3,Permit Number 45157,5986698.682,2113217.08,37.78172242,-122.4896911,"(37.78172241920063, -122.48969109391263)",11,6,2,55,26,29
108597,Permitted Site,Pistacia chinensis :: Chinese Pistache,3103 Harrison St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/29/2014 12:00:00 AM,3,3x3,Permit Number 774586,6009067.62,2100561.387,37.74825341,-122.4114104,"(37.748253413738304, -122.41141043143585)",2,4,7,28859,2,2
46964,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3899X Kirkham St,2,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,05-01-2002 00:00,8,3x20,Permit Number 44987,5982828.255,2104700.398,37.75811133,-122.5024502,"(37.758111331314424, -122.50245020588672)",1,8,3,56,35,35
82736,DPW Maintained,Lagunaria patersonii :: Primrose Tree,3219 Moraga St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/25/2011 12:00:00 AM,2,3x3,Permit Number 767127,5984285.28,2103578.336,37.75511597,-122.4973284,"(37.75511596832344, -122.49732843263956)",1,8,3,56,35,35
64051,Permitted Site,Ficus microcarpa :: Chinese Banyan,2362 15th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/23/1987 12:00:00 AM,18,3x3,Permit Number 24809,6001958.395,2107077.488,37.76574375,-122.4364602,"(37.765743748959274, -122.43646019186413)",15,5,5,28862,3,5
131972,Permitted Site,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,1386 Green St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,11/21/2018 12:00:00 AM,3,Width 3ft,Permit Number 782617,6006417.701,2118709.686,37.79793531,-122.4218627,"(37.79793530751851, -122.42186273467809)",13,9,10,28858,32,32
254341,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,38 Mirabel Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-01-2018 00:00,3,3x3,Permit Number 776525,6007503.727,2099881.721,37.74629936,-122.4167702,"(37.746299363825074, -122.41677019794517)",2,7,7,28859,2,2
84576,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3966 24th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/27/2012 12:00:00 AM,4,3x3,Permit Number 769743,6003390.4,2101879.797,37.7515534,-122.4311362,"(37.75155339717763, -122.43113617160401)",2,4,5,28862,22,22
108503,Permitted Site,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1434 14th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/23/2014 12:00:00 AM,3,3x3,Permit Number 773648,5991820.218,2105663.117,37.76127896,-122.4714226,"(37.761278962715146, -122.47142257169907)",1,8,4,56,12,14
94658,Permitted Site,Rhamnus alaternus :: Italian Buckthorn,130 Baden St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/22/2010 12:00:00 AM,3,3x3,Permit Number 53796,6000765,2094447,37.73099557,-122.4396823,"(37.73099556799129, -122.43968229537664)",9,7,4,63,40,41
95928,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,758 26th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/29/2011 12:00:00 AM,2,3x3,Permit Number 767625,5987895.384,2110807.039,37.77517492,-122.4853742,"(37.77517492156778, -122.48537421558842)",11,6,2,55,26,29
60121,Permitted Site,Magnolia grandiflora :: Southern Magnolia,235 30th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,04-03-1982 00:00,12,3x3,Permit Number 19648,6004998.995,2098403.203,37.74209849,-122.4253261,"(37.74209849295108, -122.42532607385549)",2,7,5,63,7,10
55487,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,601 Steiner St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/16/1987 12:00:00 AM,20,6x9,Permit Number 24565,6003098.137,2110364.078,37.77483262,-122.4327529,"(37.774832616894685, -122.4327528734862)",15,9,11,29492,10,9
41229,DPW Maintained,Crataegus laevigata :: English Hawthorn,3618 Webster St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,11/30/1999 12:00:00 AM,5,3x3,Permit Number 41935,6002621.773,2121066.972,37.804193,-122.4351664,"(37.8041929962699, -122.43516640122846)",13,9,1,57,17,13
108932,Permitted Site,Prunus cerasifera 'Krauter vesuvius' :: Purple Leaf Plum Krauter Vesuvius,418 Anderson St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01-12-2015 00:00,3,3x3,Permit Number 772806,6007857.4,2096898,37.73812661,-122.415336,"(37.7381266140463, -122.41533604765638)",2,7,7,28859,2,2
102204,Permitted Site,Prunus cerasifera 'Krauter vesuvius' :: Purple Leaf Plum Krauter Vesuvius,42 Upper Ter,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01-03-2013 00:00,3,3x3,Permit Number 769777,5999985.2,2107061.7,37.76558808,-122.4432839,"(37.7655880783734, -122.44328389455642)",15,5,5,29492,9,3
44735,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,566 42nd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,04-03-2001 00:00,2,3x3,Permit Number 43851,5982889.146,2111926.606,37.777956,-122.5027745,"(37.77795599907644, -122.50277452333508)",11,6,2,55,26,29
36766,DPW Maintained,Rhaphiolepis indica :: India Hawthorn,2500X Jennings St,8,Sidewalk: Curb side : Cutout,Tree,Private,FUF,05/26/1998 12:00:00 AM,5,3x3,Permit Number 39524,6014687.879,2091681.743,37.72418536,-122.3913549,"(37.72418535835522, -122.39135492914585)",10,3,8,58,1,1
59582,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,3911 24th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/27/2012 12:00:00 AM,5,3x3,Permit Number 769743,6003738.173,2101846.913,37.75148281,-122.4299312,"(37.751482807655364, -122.42993118714168)",2,4,5,28862,22,22
34369,Permitted Site,Prunus serrulata :: Ornamental Cherry,71 Harper St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/14/1997 12:00:00 AM,12,12x4. 5,Permit Number 38124,6003708.038,2097975.156,37.74085015,-122.4297593,"(37.74085015444287, -122.429759271139)",2,7,5,63,7,10
32482,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,89 Saturn St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10-10-1996 00:00,7,3x3,Permit Number 36990,6000124.51,2105955.153,37.76255772,-122.4427226,"(37.76255771747394, -122.44272259319469)",15,5,5,28862,3,5
39294,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,399X Treat Ave,4,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/21/1998 12:00:00 AM,8,3x3,Permit Number 40887,6008691.772,2106524.443,37.76460553,-122.4131317,"(37.76460552609833, -122.41313169674713)",8,4,7,28859,19,20
261454,Private,Laurus nobilis :: Sweet Bay: Grecian Laurel,2 Geneva Ave,9,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/13/2020 12:00:00 AM,3,3x4,Permit Number 782541,5997165,2091482,37.72264882,-122.4519142,"(37.7226488176407, -122.45191421198254)",9,8,6,28861,24,24
44468,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1604 Felton St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03/26/2001 12:00:00 AM,9,6x6,Permit Number 43783,6006204.344,2092472.429,37.72588193,-122.4207374,"(37.72588192548899, -122.42073740942536)",9,7,7,309,5,7
45057,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2342 26th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,05-08-2001 00:00,1,3x3,Permit Number 43942,5988286.391,2099366.082,37.74378393,-122.4831829,"(37.74378393102185, -122.48318285594344)",1,8,3,29491,35,35
94879,Permitted Site,Pyrus kawakamii :: Evergreen Pear,83 Ledyard St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/16/2011 12:00:00 AM,4,3x3,Permit Number 767655,6011819,2094865,37.73276628,-122.4014959,"(37.73276628399886, -122.40149589318392)",10,3,8,58,1,1
97477,Permitted Site,Jacaranda mimosifolia :: Jacaranda,3000 26th St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/14/2011 12:00:00 AM,3,3x3,Permit Number 768380,6009497.8,2101066.6,37.74966474,-122.4099585,"(37.74966473666529, -122.40995853378519)",2,4,7,28859,19,20
108897,DPW Maintained,Dypsis cabadae :: Cabada palm,321 Allison St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01-09-2015 00:00,3,3x3,Permit Number 772765,6000249.794,2087141.741,37.71090765,-122.4409396,"(37.71090765224027, -122.44093957482036)",9,7,6,28861,5,7
254491,Permitted Site,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2696 Bush St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/21/2018 12:00:00 AM,3,3x3,Permit Number 769834,6000610.272,2114494.535,37.78603239,-122.4416554,"(37.786032386359494, -122.44165537616988)",13,6,1,29490,27,30
39934,DPW Maintained,Ceanothus 'Ray Hartman' :: California Lilac 'Ray Hartman',186 Arleta Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/25/1999 12:00:00 AM,3,3x3,Permit Number 41205,6010249.358,2088014.843,37.71386947,-122.4064401,"(37.71386946956743, -122.40644005139342)",9,7,8,309,39,40
109287,DPW Maintained,Agonis flexuosa :: Peppermint Willow,2646 45th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-05-2015 00:00,3,3x3,Permit Number 773636,5982487.2,2097095.3,37.7372098,-122.5030667,"(37.73720980077129, -122.50306666945447)",1,8,3,29491,35,35
43311,DPW Maintained,Pittosporum crassifolium :: Karo Tree,148X Paris St,2,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,06-04-2008 00:00,6,3x3,Permit Number 50666,6003068.936,2092663.252,37.72622866,-122.4315899,"(37.72622866450028, -122.43158990807135)",9,7,6,28861,5,7
30744,DPW Maintained,Callistemon viminalis :: Weeping Bottlebrush,380 Webster St,4,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,01/31/1995 12:00:00 AM,6,3x3,Permit Number 34630,6004178.565,2109886.018,37.7735812,-122.4289814,"(37.77358119885232, -122.42898135791515)",7,9,11,28852,10,9
93013,Permitted Site,Lophostemon confertus :: Brisbane Box,2395 Lombard St,1,Sidewalk: Curb side : Cutout,Tree,Private,DPW,01-08-2010 00:00,3,4x4,Permit Number 53139; 3-year maintenance agreement through 12/29/12,6000915,2119261,37.79913721,-122.4409432,"(37.79913721045146, -122.44094316687814)",13,9,1,57,17,13
42634,DPW Maintained,Lophostemon confertus :: Brisbane Box,1651 Union St,2,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,06/22/2016 02:52:00 PM,3,5x5,Permit Number 45045,6005069.316,2118819.497,37.79816069,-122.4265364,"(37.7981606875253, -122.42653635579418)",13,9,1,57,17,13
66793,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2100 Leavenworth St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09/20/1991 12:00:00 AM,14,6x9,Permit Number 30070,6007684.042,2119611.85,37.80048376,-122.4175448,"(37.80048375599274, -122.41754479725549)",5,1,1,308,32,32
43330,DPW Maintained,Melaleuca linariifolia :: Flaxleaf Paperbark,345 Madrid St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10-11-2017 10:55,3,3x3,Permit Number 43087,6003248.078,2091845.003,37.72399209,-122.4309123,"(37.72399208744389, -122.43091225091067)",9,7,6,28861,5,7
43160,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,261 Harvard St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-08-2011 00:00,4,3x3,Permit Number 767438,6006282.83,2092642.158,37.72635239,-122.4204781,"(37.72635238693764, -122.4204781312648)",9,7,7,309,5,7
95822,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1140 Folsom St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/29/2011 12:00:00 AM,3,3x3,Permit Number 767558,6010045.759,2110704.127,37.77615789,-122.4087435,"(37.77615789370081, -122.40874349167639)",8,2,9,28853,34,34
95989,DPW Maintained,Pittosporum undulatum :: Victorian Box,369 30th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/29/2011 12:00:00 AM,2,3x3,Permit Number 767641,5986512.577,2113474.914,37.78241949,-122.4903539,"(37.78241948949415, -122.49035389249268)",11,6,2,55,26,29
32717,DPW Maintained,Arbutus unedo :: Strawberry Tree,930 Leavenworth St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/29/1996 12:00:00 AM,10,3x3,Permit Number 37111,6008227.348,2115705.621,37.78978877,-122.415388,"(37.78978877267514, -122.41538804043576)",5,1,10,28858,21,21
36776,DPW Maintained,Rhaphiolepis indica :: India Hawthorn,1502X Carroll Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,05/26/1998 12:00:00 AM,5,3x3,Permit Number 39524,6014605.079,2091650.315,37.72409447,-122.391639,"(37.724094468140144, -122.39163896076641)",10,3,8,58,1,1
51360,DPW Maintained,Crataegus laevigata :: English Hawthorn,50 Pomona St,12,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,10-12-2004 00:00,3,3x3,Permit Number 47704,6014114.677,2094431.726,37.73170443,-122.3935288,"(37.73170442689645, -122.39352878962002)",10,3,8,58,1,1
31525,DPW Maintained,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,1330 San Bruno Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,05-10-1995 00:00,12,4x4,Permit Number 35080,6011118.505,2102111.696,37.75262504,-122.4044276,"(37.752625040916115, -122.40442760067835)",10,4,8,28859,19,20
49818,DPW Maintained,Lagunaria patersonii :: Primrose Tree,1300 De Haro St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,06-11-2003 00:00,7,3x3,Permit Number 46609,6012222.381,2102319.18,37.75325637,-122.4006248,"(37.75325637308539, -122.40062475352863)",10,3,8,28856,29,26
30976,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1950 Jackson St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03/13/1995 12:00:00 AM,24,6x12,Permit Number 34765,6004885.748,2117123.171,37.79349263,-122.4270507,"(37.79349262874344, -122.42705067264689)",13,9,1,28858,27,30
254628,Permitted Site,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,210 Maynard St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-07-2018 00:00,3,3x3,Permit Number 781525,6004782.663,2093766.926,37.7293561,-122.4257442,"(37.72935609558284, -122.42574416245111)",9,7,6,28861,5,7
62319,DPW Maintained,Maytenus boaria :: Mayten,710 05th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10-11-1985 00:00,13,5x7.5,Permit Number 22461,5994444.686,2110655.808,37.77513906,-122.4627079,"(37.77513905567776, -122.46270790813915)",11,6,2,54,11,11
46699,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,1399X FUNSTON AVE,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,04/22/2002 12:00:00 AM,8,3x3,Permit Number 44828,5992090,2106254,37.76291697,-122.4705326,"(37.76291697451793, -122.47053255460752)",1,8,11,56,12,14
65991,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2315 47th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/30/2009 12:00:00 AM,1,3x3,Permit Number 52843,5981721.685,2099303.305,37.74322735,-122.505877,"(37.743227348203945, -122.50587700964267)",1,8,3,29491,35,35
32094,DPW Maintained,Pyrus calleryana :: Ornamental Pear,4056 19th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08-09-1995 00:00,16,4x4,Permit Number 35466,6002636,2104802,37.75953429,-122.4339538,"(37.75953429101105, -122.43395383809252)",2,4,5,28862,3,5
37982,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,529 Texas St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07-08-1998 00:00,10,4x5,Permit Number 40205,6013845.748,2104570.983,37.75952974,-122.3951685,"(37.75952974420879, -122.39516849742796)",10,3,8,28856,29,26
109392,Permitted Site,Olea Majestic Beauty ::,1619X York St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-12-2015 00:00,3,3x3,Permit Number 774922,6010432.1,2100253.4,37.74748419,-122.4066704,"(37.74748418712659, -122.40667037373923)",2,7,7,28859,2,2
95931,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,691 27th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/29/2011 12:00:00 AM,2,3x3,Permit Number 767628,5987521.81,2111256.952,37.77638849,-122.4866995,"(37.77638848526933, -122.48669952167243)",11,6,2,55,26,29
108403,Permitted Site,Pyrus kawakamii :: Evergreen Pear,301-307 South Van Ness Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/22/2014 12:00:00 AM,3,3x3,Permit Number 773735,6007391.322,2107918.982,37.76836151,-122.4177285,"(37.76836151145125, -122.41772846975094)",8,4,7,28853,19,20
95922,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,408 22nd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/29/2011 12:00:00 AM,3,3x3,Permit Number 767620,5989074.505,2112480.104,37.77983732,-122.481418,"(37.77983731611667, -122.48141797309428)",11,6,2,55,26,29
178683,Permitted Site,Podocarpus gracilor :: Fern Pine,161 Delta St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-07-2018 00:00,3,3x3,Permit Number 781357,6009800.077,2088901.303,37.71627836,-122.4080554,"(37.71627836122369, -122.4080554181207)",9,7,8,309,39,40
